customer_id,first_name,last_name,email,phone,country,city,state,postal_code,segment,acquisition_channel,signup_date,is_active,churn_date,lifetime_value_score,days_since_signup,email_opt_in,sms_opt_in,total_spent,avg_order_value,total_orders,last_activity_date
CUSNZ4DIY7R,Jason,Ward,jason.ward466@yahoo.com,459-449-2754x086,US,Mossport,Utah,14340,Casual,Paid Search,2025-05-28 22:50:03.878525,True,,-74.6958046507709,205.0,True,False,2337.91,97.41291666666666,24.0,2025-11-09 08:41:14.623814
CUSXMUHOUZ4,Leslie,Bryant,leslie.bryant651@yahoo.com,,US,East Larryview,Kentucky,71371,Regular,Organic Search,2025-10-12 22:50:03.878525,True,,56.62,68.0,True,False,2032.74,119.5729411764706,17.0,2025-12-18 10:05:12.799005
CUSJ6PJLZDT,Rita,Rodriguez,rita.rodriguez324@hotmail.com,434-634-0663,US,North Pedrostad,Alaska,02256,Casual,Paid Search,2025-08-09 22:50:03.878525,True,,24.23,132.0,False,False,2255.86,112.793,20.0,2025-12-07 00:32:35.869391
CUSIAF1EFR7,Ryan,Anderson,ryan.anderson619@yahoo.com,850.778.9939x400,US,Donaldborough,Iowa,37438,Casual,Affiliate,2025-06-10 22:50:03.878525,True,,26.21,192.0,True,True,2234.0,117.57894736842105,19.0,2025-12-16 18:09:46.766274
CUSOGESTDLT,Cynthia,Spencer,cynthia.spencer752@gmail.com,,US,Hallbury,Kansas,19915,Regular,Email,2025-01-21 22:50:03.878525,True,,38.98,332.0,True,False,1636.71,109.114,15.0,2025-11-22 18:46:28.838300
CUSH4KV78S4,Jessica,Nash,jessica.nash95@yahoo.com,757.298.0473x0359,US,South Austin,Minnesota,96552,NULL,Social Media,2025-11-02 22:50:03.878525,True,,20.63,47.0,True,False,625.59,48.12230769230769,13.0,2025-12-17 00:43:58.562710
CUSZ1253RX0,Timothy,Williams,timothy.williams844@gmail.com,,US,North Robertborough,Louisiana,03474,Casual,Email,2025-07-11 22:50:03.878525,True,,16.08,161.0,True,False,2622.13,114.00565217391305,23.0,2025-12-05 23:17:12.680644
CUSXTRK0SNR,Kerri,Tran,kerri.tran188@gmail.com,001-424-912-0207x270,US,Lopezshire,California,,Casual,Email,2025-07-29 22:50:03.878525,True,,18.25,143.0,True,True,2148.69,134.293125,16.0,2025-12-09 00:54:21.722661
CUS1MF6O52A,William,Henry,william.henry901@yahoo.com,639-675-8745x77206,US,South Tammyhaven,Vermont,73526,Power User,Paid Search,2025-10-29 22:50:03.878525,True,,56.34,51.0,False,False,3718.05,143.00192307692308,26.0,2025-12-19 10:41:06.162420
CUSTS7MSUII,Karen,Hardy,karen.hardy573@yahoo.com,414-950-8798x5814,US,Port Lisafurt,Missouri,97314,VIP,Social Media,2025-02-07 22:50:03.878525,True,,58.01,315.0,True,False,4108.24,228.23555555555555,18.0,2025-12-09 19:24:27.587581
CUSWC74943I,Lauren,Moore,lauren.moore756@hotmail.com,238-222-9524x733,US,West Eileenburgh,Virginia,32573,Casual,Paid Search,2025-01-06 22:50:03.878525,True,,10.04,347.0,True,False,10002197.629999999,454645.34681818174,22.0,2025-11-05 22:44:16.902939
CUSC50XST1O,Anthony,,anthony.walker89@gmail.com,355.740.6279,US,New Michelleville,Virginia,36443,Regular,Referral,2025-03-02 22:50:03.878525,True,,36.77,292.0,False,True,3143.74,136.68434782608693,23.0,2025-12-14 07:28:39.165429
CUST75HPBU6,Philip,Brown,philip.brown667@gmail.com,478-973-8306,US,West Kyle,Iowa,59142,Regular,Organic Search,2025-02-05 22:50:03.878525,True,,70.3,317.0,False,False,1046.24,95.11272727272727,11.0,2025-12-16 20:37:57.557754
CUSZOCTKCPT,Julia,Silva,julia.silva552@hotmail.com,001-855-489-7487x008,US,Lopezfort,Ohio,37780,Casual,Affiliate,2025-05-24 22:50:03.878525,True,,21.71,209.0,False,True,2835.69,128.895,22.0,2025-12-17 06:44:06.868909
CUS59CSY598,Yvonne,Wright,yvonne.wright242@gmail.com,001-202-222-2753x924,US,New Derekburgh,Colorado,,Casual,Social Media,2025-06-06 22:50:03.878525,True,,23.84,196.0,False,False,1941.96,102.20842105263158,19.0,2025-12-09 05:37:38.773482
CUS3AP1ELM6,Jeffrey,Reynolds,jeffrey.reynolds27@yahoo.com,+1-241-851-4485x6662,US,Dillonside,Maine,75979,Regular,Social Media,2025-10-19 22:50:03.878525,True,,17.7,61.0,True,False,2748.85,144.67631578947368,19.0,2025-12-14 07:33:00.613807
CUS1H1VW0J3,Scott,Sutton,scott.sutton285@gmail.com,,US,,North Carolina,37800,VIP,Email,2025-01-15 22:50:03.878525,True,,100.0,338.0,False,False,15876.68171949658,1221.2832091920448,13.0,2025-12-05 14:25:41.748370
CUSLDH1U638,James,Bender,james.bender217@hotmail.com,253.845.1662,US,Martinland,North Carolina,76939,Regular,Email,2025-01-20 22:50:03.878525,True,,52.95,333.0,True,False,2720.71,129.55761904761906,21.0,2025-12-06 12:08:40.184934
CUSQO6Z7VPE,Robin,Ward,robin.ward107@gmail.com,001-452-983-5826x0610,US,Millermouth,New Hampshire,22441,Casual,Referral,2025-01-22 22:50:03.878525,True,,22.11,331.0,False,False,2192.47,109.62349999999999,20.0,2025-12-16 06:01:19.472703
CUSA1TFLFUE,Dale,Elliott,dale.elliott723@gmail.com,001-972-495-7438x21653,US,Stevenmouth,Rhode Island,04972,Casual,Organic Search,2025-02-22 22:50:03.878525,True,,18.07,300.0,True,False,2515.54,125.777,20.0,2025-12-04 00:42:22.752036
CUSHQSMGS1R,Tammy,Gillespie,tammy.gillespie773@yahoo.com,7123579473,US,East Robert,New Mexico,95216,Casual,Email,2025-06-19 22:50:03.878525,True,,32.0,183.0,False,False,2066.34,121.5494117647059,17.0,2025-12-14 08:45:07.357289
CUSYWNSBIPV,Mark,Espinoza,mark.espinoza607@hotmail.com,001-223-722-5014x8249,US,Morrisborough,Wyoming,31266,Regular,Email,2025-05-25 22:50:03.878525,True,,34.05,208.0,True,False,10002055.260000002,434871.967826087,23.0,2025-12-07 17:20:11.213091
CUSQIPZ15CZ,Robert,Trujillo,robert.trujillo235@hotmail.com,(430)978-1121x3960,US,Laurenmouth,New Hampshire,11432,Power User,Email,2025-06-08 22:50:03.878525,True,,38.43,194.0,True,False,2534.23,140.79055555555556,18.0,2025-12-18 02:32:53.495973
CUSIRBB7P8B,Jesse,Rodgers,jesse.rodgers721@hotmail.com,(348)961-6234x635,US,North Mary,Arizona,31762,Regular,Direct,2025-12-15 22:50:03.878525,True,,56.96,4.0,True,True,2968.43,164.91277777777776,18.0,2025-12-19 19:32:35.949899
CUSSX1BYD8P,Miguel,Christensen,miguel.christensen829@hotmail.com,,US,Danielleshire,Virginia,87935,Regular,Social Media,2025-07-26 22:50:03.878525,True,,80.65,146.0,False,False,1220.6,55.48181818181818,22.0,2025-12-07 10:37:09.841044
CUS5UF3QZ7T,David,James,david.james771@gmail.com,(817)230-7239,US,Kathleenton,Oklahoma,06241,Casual,Social Media,2025-11-26 22:50:03.878525,True,,41.19,23.0,True,False,2239.58,131.74,17.0,2025-12-19 15:42:01.499896
CUSTQ0M9S40,Melinda,Copeland,melinda.copeland607@gmail.com,5717936658,US,Mezamouth,Oregon,95020,Casual,Referral,2025-09-01 22:50:03.878525,False,2025-11-12 22:50:03.878525,40.26,72.0,True,True,2364.09,147.755625,16.0,2025-12-15 16:05:04.968598
CUSAYI49ORH,Bryan,Todd,,825.909.5642x6458,US,North Brandonberg,Georgia,79328,Regular,referral,2025-02-08 22:50:03.878525,True,,68.99,314.0,True,False,1602.3,106.82,15.0,2025-12-14 14:56:47.160474
CUSFCLXJQHC,Richard,Jordan,richard.jordan144@gmail.com,515-423-9883x5778,US,New Maryfurt,Maine,13396,CASUAL,Social Media,2025-08-06 22:50:03.878525,True,,26.11,135.0,True,False,1797.99,99.88833333333334,18.0,2025-12-10 17:11:09.769965
CUSRJSGNF14,Bradley,Lee,bradley.lee583@gmail.com,(207)464-9226x8072,US,Lake Ashleyborough,Colorado,08317,Casual,Email,2025-08-07 22:50:03.878525,True,,47.09,134.0,False,True,1120.9,112.09,10.0,2025-11-20 15:23:03.822486
CUST4EDYLLW,Thomas,Robinson,thomas.robinson361@hotmail.com,001-439-755-2302,US,Shawchester,Wisconsin,95820,Power User,Email,2025-07-17 22:50:03.878525,True,,52.03,155.0,False,False,2091.37,130.710625,16.0,2025-12-13 04:28:11.839254
CUSDSMJULEI,Cathy,Santiago,cathy.santiago444@yahoo.com,+1-698-505-3472,US,Lovemouth,Massachusetts,89362,VIP,Organic Search,2025-11-21 22:50:03.878525,,,100.0,28.0,True,True,6581.889999999999,286.1691304347826,23.0,2025-12-19 00:36:03.327999
CUS94H6KHIR,Donna,Hernandez,donna.hernandez278@yahoo.com,(569)980-7986x100,US,New Yvonnemouth,Oregon,63584,Casual,Content Marketing,2025-07-10 22:50:03.878525,True,,18.66,162.0,False,False,2015.27,134.35133333333334,15.0,2025-12-18 05:13:59.682516
CUSZ81Z0EVQ,John,Thompson,john.thompson105@gmail.com,+1-466-557-2333x3461,US,Victoriaborough,Missouri,04669,Power User,Email,2025-10-11 22:50:03.878525,True,,57.3,69.0,True,False,2587.85,136.20263157894738,19.0,2025-12-18 05:28:50.769186
CUS5ZQ2ZBEB,Melanie,Fields,melanie.fields876@yahoo.com,349-306-8533x6087,US,Jerryside,Washington,82010,VIP,Referral,2025-01-15 22:50:03.878525,False,2025-10-14 22:50:03.878525,100.0,272.0,True,True,5043.64,229.25636363636366,22.0,2025-12-13 02:28:54.578016
CUSC382NKJ7,Jonathan,Rivers,jonathan.rivers301@gmail.com,,US,Stephanieborough,Washington,58922,Regular,Direct,2025-05-20 22:50:03.878525,True,,73.84,213.0,True,False,2517.55,114.43409090909091,22.0,2025-12-15 05:05:54.364470
CUSIKGHWZDG,John,White,john.white823@hotmail.com,+1-459-523-2512x28512,US,Tiffanyville,Virginia,77970,Casual,Social Media,2025-08-29 22:50:03.878525,True,,24.67,112.0,False,False,2361.32,138.90117647058824,17.0,2025-12-19 15:20:36.624425
CUS5YDUHVCK,Perry,Moore,perry.moore512@hotmail.com,001-912-668-1468,US,New Andrew,Indiana,29950,Power User,Direct,2025-05-02 22:50:03.878525,True,,41.09,231.0,False,False,1260.3,114.57272727272726,11.0,2025-12-02 14:27:37.324103
CUS6Q9VH7BM,Melissa,Rice,melissa.rice869@yahoo.com,,US,Merrittmouth,Indiana,20933,Regular,Referral,2025-10-29 22:50:03.878525,True,,47.23,51.0,False,False,3059.25,127.46875,24.0,2025-12-18 14:11:31.350135
CUSGSL1WIKE,Ashley,Baker,ashley.baker685@yahoo.com,001-815-281-7461x555,US,South Debra,Montana,53780,VIP,Social Media,2025-02-04 22:50:03.878525,True,,54.5,318.0,True,False,5377.47,298.74833333333333,18.0,2025-12-19 20:42:02.141801
CUSZ3EZQR0P,Jennifer,Smith,jennifer.smith122@gmail.com,001-555-413-9095,US,East Janeland,Arkansas,22388,Regular,Paid Search,2025-05-16 22:50:03.878525,False,2025-06-25 22:50:03.878525,66.77,40.0,False,True,2179.8,103.80000000000001,21.0,2025-12-17 06:23:50.782013
CUSRREE22H8,Douglas,Dixon,douglas.dixon469@gmail.com,625.373.4745x66526,US,Tammybury,Missouri,33746,Casual,Paid Search,2025-12-05 22:50:03.878525,True,,25.94,14.0,False,False,2871.22,151.11684210526315,19.0,2025-12-18 16:30:17.883794
CUSXDQYG601,Theresa,Curtis,theresa.curtis436@yahoo.com,542.314.0789,US,South Duane,West Virginia,38750,Casual,Organic Search,2025-02-03 22:50:03.878525,True,,38.42,319.0,True,True,1766.07,84.09857142857143,21.0,2025-11-30 07:13:21.617084
CUSGSO5MWYB,Thomas,Rice,thomas.rice907@gmail.com,001-928-716-1427,US,Jacobland,Massachusetts,90628,NULL,Paid Search,2025-04-01 22:50:03.878525,True,,20.91,262.0,True,False,1737.83,124.13071428571428,14.0,2025-12-04 11:53:26.500329
CUS8DTMH72P,Amber,Singh,amber.singh817@gmail.com,950.385.0069,US,East Larry,Iowa,25127,Power User,Email,2025-01-15 22:50:03.878525,True,,35.84,338.0,True,False,1561.6,120.12307692307692,13.0,2025-12-17 06:04:55.823433
CUS2YT5HD3L,Ian,Lawson,ian.lawson907@yahoo.com,+1-632-778-9866x40522,US,Lake Patrickland,Idaho,72751,Regular,Affiliate,2025-06-10 22:50:03.878525,True,,55.09,192.0,True,False,1576.71,121.28538461538461,13.0,2025-11-15 07:17:33.991161
CUSZLJPCCM5,Brittany,Brown,brittany.brown622@yahoo.com,001-881-427-0235x440,US,Craigport,Texas,44402,Regular,Paid Search,2025-08-21 22:50:03.878525,True,,53.15,120.0,True,False,2547.94,141.5522222222222,18.0,2025-12-13 03:10:56.625511
CUSOZT6T778,Donna,Gonzalez,donna.gonzalez851@hotmail.com,562-598-2568,US,Richardsonview,Maryland,45594,Regular,Organic Search,2025-03-17 22:50:03.878525,True,,73.04,277.0,True,True,2016.12,126.0075,16.0,2025-12-19 13:53:13.369551
CUSOFK4E0G2,Elizabeth,Moore,elizabeth.moore355@gmail.com,,US,South Michelle,Kansas,78105,Casual,Email,2025-03-21 22:50:03.878525,True,,21.46,273.0,False,False,1882.53,110.73705882352941,17.0,2025-12-16 15:25:12.866544
CUSZ9F40SL7,Christ  ian,Browning,christian.browning220@yahoo.com,331.398.9096x191,US,East Brittany,Kansas,02486,Casual,Paid Search,2025-12-08 22:50:03.878525,True,,25.45,11.0,False,True,2602.69,162.668125,16.0,2025-12-19 17:12:45.532996
CUS82PED4A3,Bill,Baker,bill.baker869@yahoo.com,,US,Johnstonshire,Kansas,39551,Regular,Direct,2025-10-27 22:50:03.878525,True,,39.11,53.0,True,False,1884.4099999999999,157.03416666666666,12.0,2025-12-19 02:50:09.100920
CUSFLUYQBOT,Karen,Richard,,2697226295,US,Lake Williammouth,West Virginia,85189,Regular,Organic Search,2025-04-20 22:50:03.878525,True,,54.8,243.0,True,False,2109.093457279899,150.64953266284994,14.0,2025-12-03 10:01:14.405349
CUSHEL80EP9,Pedro,Lawson,pedro.lawson837@hotmail.com,+1-757-462-3278x44404,US,Smithfurt,West Virginia,77341,REGULAR,Email,2025-05-13 22:50:03.878525,True,,72.75,220.0,False,False,1590.85,122.37307692307692,13.0,2025-12-14 21:34:29.186466
CUSRTQYBUO7,John,Benjamin,john.benjamin237@gmail.com,+1-580-733-1780x9508,US,East Maria,Alabama,56918,Power User,Referral,2025-02-13 22:50:03.878525,True,,19.66,309.0,True,False,2727.891058430048,129.89957421095465,21.0,2025-12-16 22:06:56.386894
CUS2BH7NHRB,Donna,Lewis,donna.lewis937@yahoo.com,613-906-6633x96379,US,Riceberg,Pennsylvania,04337,Regular,Email,,True,,50.13,26.0,True,False,2929.01,133.1368181818182,22.0,2025-12-19 05:04:46.990998
CUSKZ7BRL83,Jonathan,Cummings,jonathan.cummings161@gmail.com,9928122901,US,Williamland,Oregon,56521,Casual,Organic Search,2025-11-26 22:50:03.878525,True,,,23.0,True,False,2110.36,150.74,14.0,2025-12-19 22:25:30.191120
CUSZSCRYMP3,David,Douglas,david.douglas773@hotmail.com,,US,North Roberthaven,Pennsylvania,47268,Regular,Referral,2024-12-27 22:50:03.878525,True,,74.17,357.0,False,False,1529.051,84.94727777777777,18.0,2025-12-11 23:47:40.861541
CUSYXE0E4CT,Patricia,Braun,patricia.braun706@hotmail.com,332-280-8117x77808,US,Englishfort,Missouri,75568,Power User,Organic Search,2025-09-01 22:50:03.878525,True,,121.49995959489439,109.0,True,False,1394.5900000000001,126.7809090909091,11.0,2025-11-24 10:56:03.616783
CUSTE7YL5PJ,Martha,,martha.kelly930@gmail.com,766.742.0690,US,Port Jeffrey,Washington,51061,Casual,Organic Search,2024-12-28 22:50:03.878525,False,2025-08-15 22:50:03.878525,27.8,230.0,False,,2037.1521698425786,135.8101446561719,15.0,2025-10-28 20:23:05.885350
CUSEDQRSPF4,Steven,Cook,steven.cook562@yahoo.com,,US,Jameston,Illinois,19413,Casual,Social Media,2025-11-17 22:50:03.878525,True,,20.29,32.0,True,True,2307.69,128.205,18.0,2025-12-18 01:36:42.810421
CUS2B7CVP08,Glenn,Aguilar,glenn.aguilar597@hotmail.com,315.485.6975x631,US,Johnsonbury,Michigan,07740,Regular,Social Media,2025-09-24 22:50:03.878525,True,,40.68,86.0,True,False,1680.75,105.046875,16.0,2025-12-04 03:55:22.026355
CUSROKUMCJU,Lauren,Cox,lauren.cox683@hotmail.com,394.347.3234x5906,US,Simonland,Nevada,92240,Power User,Organic Search,2025-04-12 22:50:03.878525,True,,51.55,251.0,False,False,1673.02,98.41294117647058,17.0,2025-11-17 20:58:55.842741
CUSGICIRYCN,Eugene,Butler,eugene.butler383@yahoo.com,001-577-884-7702x961,US,Wagnerborough,Nebraska,43310,Casual,Paid Search,2025-03-15 22:50:03.878525,True,,17.92,279.0,,False,1197.28,92.09846153846154,13.0,2025-09-23 16:36:11.095262
CUSCN23DFCQ,Nicholas,Richardson,nicholas.richardson389@gmail.com,001-900-402-8108x6751,US,Amberberg,Wyomi  ng,38879,Regular,Paid Search,2025-07-14 22:50:03.878525,True,,23.39,158.0,False,False,1346.65,134.66500000000002,10.0,2025-12-08 16:34:50.854914
CUS0YA18J6M,Vanessa,Garcia,vanessa.garcia187@gmail.com,(523)460-6833,US,Hooverton,south dakota,97521,Regular,Paid Search,2025-02-22 22:50:03.878525,True,,35.57,300.0,True,True,2374.13,98.92208333333333,24.0,2025-12-18 05:47:59.274490
CUSC47XUHM5,Jennifer,Holmes,jennifer.holmes756@gmail.com,(326)615-5570x2234,US,North Kristin,Georgia,89029,POwer UsEr,Direct,2024-12-24 22:50:03.878525,True,,67.03,360.0,True,False,1950.76,97.538,20.0,2025-11-19 22:23:34.972639
CUSVQ5S1DM0,Alex,Tucker,alex.tucker950@gmail.com,531-809-2060,US,Pittsfurt,Wisconsin,39866,Regular,ORGANIC SEARCH,2025-04-09 22:50:03.878525,True,,43.66,254.0,False,True,3117.24,148.44,21.0,2025-12-17 02:15:42.835709
CUSLONE4VJD,Brandon,Carter,brandon.carter56@gmail.com,001-600-917-8251x7772,US,Port Gabrielleshire,Oklahoma,78347,Casual,Email,2025-02-03 22:50:03.878525,True,,18.89,319.0,True,False,2342.65,111.5547619047619,21.0,2025-11-08 23:36:26.317978
CUSCE3ZI4KV,Janet,Anthony,janet.anthony658@gmail.com,(927)968-9849x260,US,North Hannah,Oregon,26947,Casual,Direct,2025-02-19 22:50:03.878525,True,,23.88,303.0,True,False,1859.8,109.39999999999999,17.0,2025-11-30 11:38:27.503679
CUSO3DFJPYP,Troy,Adams,troy.adams829@hotmail.com,001-894-745-3194x9417,US,Fergusonburgh,Colorado,23776,Casual,Organic Search,2025-06-21 22:50:03.878525,True,,16.19,181.0,True,True,1876.23,81.57521739130435,23.0,2025-12-18 15:21:27.515638
CUS6SQ4IM5L,Rebecca,Turner,rebecca.turner880@yahoo.com,423-909-7623x615,US,Dianeberg,Oklahoma,34583,Power User,Paid Search,2025-07-25 22:50:03.878525,True,,41.0,147.0,True,False,2193.44,129.02588235294118,17.0,2025-12-17 17:51:41.398156
CUS1OMIOG24,Jeremy,Johnson,jeremy.johnson192@gmail.com,001-483-211-9678x54364,US,Jamesville,South Dakota,65323,Regular,Organic Search,2024-12-28 22:50:03.878525,True,,54.79,356.0,False,False,1204.69,80.31266666666667,15.0,2025-12-12 00:55:23.823027
CUS36Z0XTO7,Michael,Gardner,michael.gardner17@hotmail.com,496.889.8371,US,Millerburgh,Oregon,82671,Casual,Direct,2025-08-16 22:50:03.878525,True,,39.05,125.0,False,False,1227.74,81.84933333333333,15.0,2025-12-08 23:28:10.326495
CUSH736L92Q,Corey,Calhoun,,642.562.4906x41883,US,New Lori,North Carolina,56714,Casual,Social Media,2025-02-17 22:50:03.878525,True,,22.68,305.0,True,False,1888.77,111.10411764705883,17.0,2025-12-18 06:04:58.419173
